block,timestamp,trader,listingId,tradeType,amount,totalCost,OpenClose,baseIv,callDelta,price,putDelta,skew,vega,netDelta,netStdVega,txHash,strike,expiry,tradeIv,tau
1507626,1640335446,0x0960Da039bb8151cacfeF620476e8bAf34Bd9565,237,SHORT_PUT,80.0,22.761940424513067,Open,1.2112753133333332,0.89196406009832,22.21,-0.10803593990168,1.0191583333333334,0.011816761047985855,4425.127109450938,149.09078185609042,0x13b98b9c448ebe8e305780e8eccbe71e06efa2c9abb1bb86ff1c3e2b5b1fc280,17,1641542400,1.234481329544611,1206954
1507852,1640335914,0x478fa4C971a077038B4Fc5C172c3Af5552224ccc,269,LONG_CALL,50.0,180.39280525634135,Open,1.2013520666666668,0.84777524805648,22.2,-0.15222475194352,1.0009166666666667,0.014944655723023491,4466.134519322002,149.90808075339518,0x75b4e92ab0421a5898f6a62278a73d68c601d74ef352d82600ee6362794144c5,19,1640937600,1.2024533060611113,601686
1508150,1640336339,0x6A45c27E47eCb7d51e69839Ac949aA69F8F0f15F,273,LONG_PUT,100.0,59.149709482184655,Open,1.2015187333333333,0.76549141977071,22.22,-0.23450858022928997,1.0001666666666666,0.01949404513145428,4442.683661299074,151.85748526654064,0xf6110354d9b94f7902dab96f977d5fb5138282b4220783140c92c6198be421ad,20,1640937600,1.2017189864555555,601261
1508628,1640337211,0xA274cd18f1a32740f8a1D683e49690f748a301c5,237,LONG_CALL,3.0,16.552006264755214,Close,1.2112703133333333,0.89409027984043,22.26803184,-0.10590972015957,1.0191533333333334,0.011678954081102411,4438.927649489787,151.89204092257344,0xff92a3b346f2c307d51b77346748984cfab174562a4d53fb8fc17694a84b278e,17,1641542400,1.2344701774013778,1205189
1513615,1640346250,0xEea5B2889BF36695d45bFD2071c2499065831B0A,249,LONG_CALL,400.0,689.9557252876372,Open,1.21193698,0.47912350061667003,22.064197,-0.52087649938333,0.9858875,0.02520094008322102,4554.247890471222,159.18918188436237,0x252437a3da303de5c86959ac62e03a67ff1b3b85202b20078fb58c7b885f4a02,23,1641542400,1.19483351936975,1196150
1514430,1640347651,0x4Ab3D7F4c46E511Ca09eeCDAC483e43ED96bd7Aa,257,SHORT_CALL,5.0,2.29262603685129,Open,1.2119286466666668,0.18930774421039,22.10620869,-0.81069225578961,0.99439828,0.017157417552702187,4551.105777316158,158.9518979558128,0x428314d1456308bcd5a2f427bcfe9108ee56deed0289c75d97ad3e6f64f493b2,28,1641542400,1.205139761728061,1194749
1514600,1640347930,0x4Ab3D7F4c46E511Ca09eeCDAC483e43ED96bd7Aa,277,LONG_CALL,30.0,45.87328158990548,Open,1.2015687333333331,0.5462392946287801,22.10199971,-0.45376070537122,0.9800966666666666,0.02479259613246969,4567.434572910861,159.69422259904005,0x269d6d1a82ba9ceec40e4d8c3aa9b595f8636c6a9b53f58d34aec982f473bc39,22,1640937600,1.1776535103108887,589670
1514606,1640348025,0x4Ab3D7F4c46E511Ca09eeCDAC483e43ED96bd7Aa,281,LONG_CALL,50.0,37.796624240083524,Open,1.2016520666666668,0.33345445744904,22.10199971,-0.66654554255096,0.9695111833333334,0.022749629019906265,4584.892863299268,160.87464613365088,0x9e2a09569f6a96903f967371b7cf0cacefd945c7640cdbccf135755cd07686be,24,1640937600,1.1650151171089458,589575
1514634,1640348107,0x4Ab3D7F4c46E511Ca09eeCDAC483e43ED96bd7Aa,249,LONG_CALL,50.0,87.46322320256571,Open,1.21201198,0.48308924922465996,22.116289990000002,-0.51691075077534,0.9859708333333334,0.025272361020695994,4623.056332718225,162.390558646316,0x3d69e86bc808b537a4ebeb2374901df08888f5ae961af1b535a9b882d05c09ef,23,1641542400,1.1950084619305834,1194293
1514642,1640348131,0x4Ab3D7F4c46E511Ca09eeCDAC483e43ED96bd7Aa,253,LONG_CALL,50.0,69.0157371117065,Open,1.2120953133333332,0.41001038865538,22.116289990000002,-0.58998961134462,0.9812923,0.024648395078038975,4643.292605901688,163.61584885203166,0x62f06be49c21a2ef0810e34831f7779fea130e73875547737a254a95093488a7,24,1641542400,1.1894197978400871,1194269
1514840,1640348376,0x4Fd90De08C0Fe2A57BF4369c3EF5ee3057Eb3123,281,LONG_CALL,100.0,73.85784543555687,Open,1.2018187333333332,0.32797117002333,22.04878201,-0.6720288299766699,0.96967785,0.022538212287563187,4677.697916273108,165.9316764942169,0xa6abfc868a654b5bfdf2791cda492ec46c36d56da0926286673c3ab6f56a337c,24,1640937600,1.1653770054283898,589224
1515932,1640350959,0x9c4d592042F959254485d443bBc337d29572264F,277,LONG_CALL,75.0,110.67996016808334,Open,1.2019437333333332,0.53575953349075,22.00883662,-0.46424046650925,0.9802216666666667,0.024691697730063304,4717.272055138908,167.77770171663207,0x9708f9e70945a39062262fa29d7b173d7c5cd7e8023f39c7b82ef166780de17a,22,1640937600,1.1781712895275553,586641
