block,timestamp,trader,listingId,tradeType,amount,totalCost,OpenClose,baseIv,callDelta,price,putDelta,skew,vega,netDelta,netStdVega,txHash,strike,expiry,tradeIv,tau
6211877,1650607282,0xfc74b29EAE680aCDd26B864316768d12102c9936,165,SHORT_CALL,1.0,3.468515251642101,Open,1.0222695,0.36608200888259,103.03458663,-0.6339179911174101,1.093275,0.11113665882655094,748.3062256134273,-66.97672875193886,0x9e3678bc75307b65dfe9ff82abf5bb15c2a49278d32b2997ffa0e8c981250aae,110,1651219200,1.1176216876125,611918
6219641,1650615060,0xA8D4f3Ecd7Db3f0ceaEaD18409B119456F5B1002,165,SHORT_CALL,450.0,1454.0928191901444,Open,1.0166445,0.35540629765119003,102.72018,-0.64459370234881,1.08765,0.1096164658181316,502.32372539977524,-101.7383025759037,0xcb8d2a500a47b2f68074525de560c0c41f7405ff6d734583311064be6f315eb1,110,1651219200,1.1057533904249999,604140
6220461,1650615761,0x976FdC5DfA145E3cbc690E9fef4a408642732952,165,SHORT_PUT,35.0,380.41749002363935,Open,1.016207,0.3363405681891,101.92307000000001,-0.6636594318108999,1.0872125,0.1064952640315989,544.3887462217017,-102.38188945191534,0xbe777a2f6f673118b31bb273275bc36034eba2c2bcf03d563cc677b2c5db7b43,110,1651219200,1.1048329529875,603439
6220530,1650615837,0x08B200847636c3caC26c668A8d4Cfa949c8DC851,165,SHORT_CALL,7.49,22.108548233273357,Open,1.016113375,0.33628997209246003,101.92307000000001,-0.66371002790754,1.087118875,0.1064823098056857,541.9216941375919,-103.16618977925074,0xca5f85648759e6c0a14850fd8384ae52dd78d5ea1b9439e264df82011ea7c3fa,110,1651219200,1.104636029102453,603363
6220545,1650615871,0x84bb8F4998527aaF4cf5633Bb2743533310600bB,169,LONG_CALL,100.0,86.09107466624637,Close,1.014863375,0.14809868175678,101.92307000000001,-0.85190131824322,1.0405625,0.06745922364332088,523.0898023648028,-111.24231250874423,0xdd059a28945347d262c95a5fcebd8fb50e9c39416bfb4f95288a7c3b98b2ee52,120,1651219200,1.0560287706484375,603329
6220556,1650615887,0x08B200847636c3caC26c668A8d4Cfa949c8DC851,169,SHORT_CALL,6.0,5.160513606506789,Open,1.014788375,0.14805485489982,101.92307000000001,-0.8519451451001799,1.0404875,0.06744496327001771,522.1995010268407,-111.64762400516298,0xe4471c25f7a180a17aad24c058632adfc415f4f850530ea67d5f6fa6597786ab,120,1651219200,1.0558746193328126,603313
6223059,1650618456,0xf21B5F30bE37d0004eBaFCA765E98C87Ce6abED7,165,LONG_CALL,2.0,6.540700500225437,Open,1.014813375,0.33042183548062004,101.7035,-0.66957816451938,1.087143875,0.10528741542587944,528.9074007949368,-110.20572246486466,0x5814f18ea7891f7ddc315a6723cd18de5f82466130384f95ebc89ef1ee0601bb,110,1651219200,1.103248144899328,600744
6224325,1650620105,0x62a2dd9cF028bFC37475A99957A4fE6f9317C597,165,SHORT_CALL,9e-05,0.000254606329511259,Open,1.014813373875,0.32234603376054005,101.37015201999999,-0.67765396623946,1.087143873875,0.1037468424584024,537.213253094879,-108.62126791076004,0xb2f3b698d79f9e54aecdedeac5b2c0cf1995368fd498bebccc986f35b08e5515,110,1651219200,1.1032481425346263,599095
6224412,1650620235,0x8B3C859aE173B61982daFfB73A82E98006ca0BaA,165,SHORT_CALL,9e-05,0.000254553185236036,Open,1.01481337275,0.3223221683505,101.37015201999999,-0.6776778316495,1.08714387275,0.10373240080436173,537.2377694236037,-108.60642414861205,0xd35831164528e0f20d8262aa9af0a664a2744bc5e36dafb855b3012e06b28033,110,1651219200,1.1032481401699243,598965
6225014,1650620862,0x282C4d9a0579501fbac06e31293C90915E4BB22e,165,SHORT_CALL,9e-05,0.000239564015520195,Open,1.0148133716249998,0.31778909397202,101.18,-0.6822109060279801,1.087143871625,0.1028719259467063,536.5714003792366,-132.3425258210277,0x30030a49a11bfefbfc346f06db1dfe89f694e07f917fe79df7edaa8085efa5cf,110,1651219200,1.1032481378052221,598338
